Institution Name,Department,Program Name,College,City Location of Institution (HD2018),State Abbreviation (HD2018),Institution's Internet Website Address (HD2018),Longitude Location of Institution (HD2018),Latitude Location of Institution (HD2018),Institution Size Category (HD2018),Total price for in-state students living on campus 2018-19 (DRVIC2018)
University of California-Los Angeles,HUMANITIES,"American Literature and Culture, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Asian Languages and Linguistics, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Classical Civilization, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"English, B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics and Anthropology, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics and Asian Languages and Cultures, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics and English, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics and French, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics and Italian, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics and Philosophy, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics and Psychology, B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics and Spanish, B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Linguistics, Applied, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Nordic Studies, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Philosophy, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,"Religion, Study of, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,HUMANITIES,Undeclared/Humanities,College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Atmospheric and Oceanic Sciences/ Mathematics, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Data Theory (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Mathematics (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Mathematics, Applied (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Mathematics/Applied Science (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Mathematics/Economics (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Mathematics, Financial Actuarial",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Mathematics for Teaching (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Mathematics of Computation (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,MATHEMATICS,"Statistics (Pre), B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Astrophysics, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Atmospheric and Oceanic Sciences, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Chemistry, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Chemistry/Materials Science, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Climate Science, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Earth and Environmental Science, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Engineering Geology, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Geology , B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Geophysics, B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,"Physics, B.A., B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,PHYSICAL SCIENCES,Undeclared/Physical Science,College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Anthropology, B.A., B.S.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Business Economics (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Cognitive Science (Pre), B.S. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Economics (Pre), B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Geography, B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Geography/Environmental Studies, B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Global Studies (Pre), B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"History (Pre), B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Labor Studies, B.A. International Development Studies (Pre), B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Labor Studies, B.A. ",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Linguistics, Applied, B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Political Science (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Psychology (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Public Affairs (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,"Sociology (Pre), B.A.",College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SOCIAL SCIENCES,Undeclared/Social Science,College of Letters and Science ,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Los Angeles,SPECIAL PROGRAMS,"Individual Field of Concentration, B.A./B.S.",,Los Angeles,CA,www.ucla.edu/,-118.443901,34.068892,5,34620
University of California-Merced,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Engineering, B.S.","School of Engineering 
",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Systems Science, B.S.",School of Natural Sciences ,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES",Undeclared/Natural Sciences,School of Natural Sciences ,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Global Arts Studies Program, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,BIOLOGICAL AND LIFE SCIENCES,"Bioengineering, B.S.",School of Engineering ,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,BIOLOGICAL AND LIFE SCIENCES,"Applied Mathematical Sciences, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,BIOLOGICAL AND LIFE SCIENCES,"Biological Sciences, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,BIOLOGICAL AND LIFE SCIENCES,"Chemical Sciences, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,BIOLOGICAL AND LIFE SCIENCES,"Physics, B.S. ",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,BIOLOGICAL AND LIFE SCIENCES,Undeclared/School of Natural Sciences,School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,BUSINESS AND MANAGEMENT,"Economics, B.A.","School of Social Sciences, Humanities and Arts ",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,BUSINESS AND MANAGEMENT,"Management and Business Economics, B.S.","School of Social Sciences, Humanities and Arts ",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,ENGINEERING AND COMPUTER SCIENCE,"Bioengineering, B.S.",School of Engineering,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,ENGINEERING AND COMPUTER SCIENCE,"Computer Science and Engineering, B.S.",School of Engineering,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,ENGINEERING AND COMPUTER SCIENCE,"Environmental Engineering, B.S.",School of Engineering,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,ENGINEERING AND COMPUTER SCIENCE,"Materials Science and Engineering, B.S.",School of Engineering,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,ENGINEERING AND COMPUTER SCIENCE,"Mechanical Engineering, B.S.",School of Engineering,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,ENGINEERING AND COMPUTER SCIENCE,Undeclared/School of Engineering,School of Engineering,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,ENGINEERING AND COMPUTER SCIENCE,"Applied Mathematical Sciences, B.S.",School of Natural Sciences ,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,ETHNIC AND AREA STUDIES,"Critical Race and Ethnic Studies, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,FOREIGN LANGUAGE AND LITERATURE,"Spanish, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,FOREIGN LANGUAGE AND LITERATURE,"Undeclared/School of Social Sciences, Humanities and Arts","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,HEALTH PROFESSIONS,"Public Health, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,HUMANITIES,"English, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,HUMANITIES,"Philosophy, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,HUMANITIES,"Undeclared/School of Social Sciences, Humanities and Arts","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,MATHEMATICS,"Applied Mathematical Sciences, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,MATHEMATICS,"Physics, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,MATHEMATICS,Undeclared/School of Natural Sciences,School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,PHYSICAL SCIENCES,"Chemical Sciences, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,PHYSICAL SCIENCES,"Environmental Systems Science, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,PHYSICAL SCIENCES,"Physics, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,PHYSICAL SCIENCES,Undeclared/School of Natural Sciences,School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Applied Mathematical Sciences, B.S.",School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Anthropology, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Cognitive Science, B.A., B.S.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Critical Race and Ethnic Studies, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Economics, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Global Arts Studies Program, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"History, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Philosophy, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Political Science, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Psychology, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Sociology, B.A.","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SOCIAL SCIENCES,"Undeclared/School of Social Sciences, Humanities and Arts","School of Social Sciences, Humanities and Arts",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SPECIAL PROGRAMS,Undecided/Undeclared,,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SPECIAL PROGRAMS,Undeclared/School of Engineering,School of Engineering,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SPECIAL PROGRAMS,Undeclared/School of Natural Sciences,School of Natural Sciences,Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Merced,SPECIAL PROGRAMS,"Undeclared/School of Social Sciences, Humanities and Arts","School of Social Sciences, Humanities and Arts ",Merced,CA,www.ucmerced.edu,-120.424944,37.366237,3,35663
University of California-Riverside,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Entomology, B.A., B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Entomology, B.S. + M.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Sciences, B.A., B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Plant Biology, B.A., B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art (Studio), B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art History, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art History/Administrative Studies, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art History/Religious Studies, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Dance, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Media and Cultural Studies, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music and Culture, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Theatre, Film and Digital Production, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Neuroscience-CHASS B.A., B.S.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Biochemistry, B.A., B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Biology, B.A., B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Cell, Molecular, and Developmental Biology, B.A./B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Entomology, B.A., B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Entomology, B.S. + M.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Microbiology, B.A./B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Neuroscience-CNAS B.A., B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,"Plant Biology, B.A., B.S.",College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BIOLOGICAL AND LIFE SCIENCES,Undeclared/Life Sciences,College of Natural and Agricultural Sciences,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BUSINESS AND MANAGEMENT,"Business Economics, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BUSINESS AND MANAGEMENT,Business (Pre),"College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BUSINESS AND MANAGEMENT,"Computer Science with Business Applications, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,BUSINESS AND MANAGEMENT,"Business Administration, B.S.",School of Business,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Bioengineering, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Bioengineering, B.S.+M.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Chemical Engineering, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Chemical Engineering, B.S.+M.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Computer Engineering, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Computer Engineering, B.S.+M.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Computer Science, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Computer Science, B.S.+M.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Computer Science with Business Applications, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Electrical Engineering, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Electrical Engineering, B.S+M.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Environmental Engineering, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Environmental Engineering, B.S.+M.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Materials Science and Engineering, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Mechanical Engineering, B.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ENGINEERING AND COMPUTER SCIENCE,"Mechanical Engineering, B.S.+M.S.",The Marlan and Rosemary Bourns College of Engineering,Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ETHNIC AND AREA STUDIES,"African American Studies, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ETHNIC AND AREA STUDIES,"Asian American Studies, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
University of California-Riverside,ETHNIC AND AREA STUDIES,"Asian Studies, B.A.","College of Humanities, Arts, and Social Sciences",Riverside,CA,WWW.UCR.EDU,-117.32741,33.97246,5,35242
